\HA01KHI KMB 0420210205521     0000                                          0000
L1KMB-COM-14AB        AKA  KMB  2021-04-222021-06-01MOL SUCCESS                   SKMB-104021
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGS92153-1414          00000200000000000290000BRLFOB              0000000042100
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGT92153-1616          00000600000000000210000BRLFOB              0000000035900
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGU92154-0107          00000400000000000390000BRLFOB              0000000070000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGV92154-0116          00000800000000000420000BRLFOB              0000000079100
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGW92154-0117          00000400000000000360000BRLFOB              0000000067200
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGX92154-0264          00000800000000002350000BRLFOB              0000000505000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGY92154-0402          00000400000000000320000BRLFOB              0000000050700
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAGZ92154-0484          00000200000000000400000BRLFOB              0000000056000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHA92154-0504          00000800000000000380000BRLFOB              0000000062800
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHB92154-0730          00000400000000001560000BRLFOB              0000000147400
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHC92154-0774          00000600000000000170000BRLFOB              0000000052900
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHD92154-0856          00000400000000000360000BRLFOB              0000000040900
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHE92154-1506          00000400000000000400000BRLFOB              0000000026100
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHF92154-1532          00000400000000000280000BRLFOB              0000000078300
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHG92154-1577          00000600000000000460000BRLFOB              0000000079100
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHH92154-1691          00001800000000000320000BRLFOB              0000000026400
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHI92154-1706          00000400000000001140000BRLFOB              0000000210000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHJ92154-1730          00000200000000001230000BRLFOB              0000000410000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHK92154-1769          00000600000000000720000BRLFOB              0000000076800
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHL92154-1805          00000400000000001060000BRLFOB              0000000145000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHM92154-1812          00000200000000007210000BRLFOB              0000000702000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHN92154-1865          00001800000000000620000BRLFOB              0000000147000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHO92154-3818          00000200000000014030000BRLFOB              0000000962200
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHP92154-4341          00000200000000001490000BRLFOB              0000000194200
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHQ92160-1423          00000400000000003370000BRLFOB              0000000576200
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHR92161-0232          00000400000000001800000BRLFOB              0000000310000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHS92161-0342  KD      00000800000000006230000BRLFOB              0000000468000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHT92161-0664          00000400000000001310000BRLFOB              0000000014000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHU92161-0673          00000200000000000900000BRLFOB              0000000034000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHV92161-0943          00000800000000000460000BRLFOB              0000000005000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHW92161-0944          00000800000000000520000BRLFOB              0000000009000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHX92171-0316          00000200000000000480000BRLFOB              0000000020000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHY92171-0337          00000400000000001910000BRLFOB              0000000101600
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAHZ92171-0817          00000200000000000410000BRLFOB              0000000011000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIA92171-1415          00000800000000000330000BRLFOB              0000000016000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIB92171-1819          00000400000000000820000BRLFOB              0000000016400
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIC92172-0238          00000400000000000100000BRLFOB              0000000030000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAID92172-0262          00000200000000000070000BRLFOB              0000000024000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIE92173-0082  1A      00000200000000001190000BRLFOB              0000000040000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIF92173-0868          00000400000000000550000BRLFOB              0000000018600
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIG92173-1022          00000400000000000290000BRLFOB              0000000013000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIH92173-1062          00000200000000000700000BRLFOB              0000000051000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAII92173-1368          00000200000000000500000BRLFOB              0000000030000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIJ92173-1416          00000400000000000890000BRLFOB              0000000151000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIK92192-0225          00000200000000000630000BRLFOB              0000000026000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIM92192-1386          00000200000000007290000BRLFOB              0000000180000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIN92200-0220  1A      00000200000000003530000BRLFOB              0000000220000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIO92200-0296          00000200000000000620000BRLFOB              0000000177500
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIP92200-0352          00000400000000000740000BRLFOB              0000000085100
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIQ92200-0363          00001400000000000880000BRLFOB              0000000031300
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIR92200-1063          00000600000000000110000BRLFOB              0000000012000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIS92200-1388          00000400000000000160000BRLFOB              0000000001400
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIT92200-1482          00000400000000000600000BRLFOB              0000000079100
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIU92210-0188          00000200000000000150000BRLFOB              0000000031400
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIV92210-0223          00000200000000003990000BRLFOB              0000000152000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIW92210-0276          00000720000000000590000BRLFOB              0000000088000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIX92210-0276          00000480000000000590000BRLFOB              0000000088000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIY92210-0784          00000400000000001530000BRLFOB              0000000077300
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAIZ92210-0850          00000200000000003350000BRLFOB              0000000351000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAJA92210-1081          00000400000000001580000BRLFOB              0000000086600
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAJB92210-1114          00000800000000000280000BRLFOB              0000000058000
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAJC92210-1139          00000400000000000690000BRLFOB              0000000086200
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAJD92210-1139          00000400000000000690000BRLFOB              0000000086200
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAJE92210-1352          00000800000000000250000BRLFOB              0000000054200
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030002 KMB-1MU-030AAJF92049-1223          00001200000000001030000BRLFOB              0000000040800
L3KMB-1MU-030         KMB-1MU-030    KMB-1MU-030003 OTPU6238450         000000003000320005200021
L4KMB-1MU-030         KMB-1MU-030    KMB-1MU-030003 KMB-1MU-030AAIL92192-1385          00000400000000013430000BRLFOB              0000000540000
L1KMB-1MU-031         AKA  KMB  2021-04-222021-06-01MOL SUCCESS                   SKMB-104021
L2KMB-1MU-031         KMB-1MU-031    EN650D-J3A1HA       0003100020
L3KMB-1MU-031         KMB-1MU-031    KMB-1MU-031001 OTPU6238450         000000067000560011100045
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031001 KMB-1MU-031AAAB11005-0580  1A      00000200000000239590000BRLFOB              0000025064700
L3KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 SEGU9906952         000000345001110011100108
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAA11004-0064          00000200000000022670000BRLFOB              0000000586600
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAC11012-1590          00000200000000000770000BRLFOB              0000000117400
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAD11061-0105          00000400000000002100000BRLFOB              0000000039400
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAE11061-0107          00000200000000000250000BRLFOB              0000000005000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAF11061-0926          00000200000000008200000BRLFOB              0000000336000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAG12046-0040          00000200000000002270000BRLFOB              0000000176500
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAH12048-0102          00000200000000034030000BRLFOB              0000000796500
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAI12053-0051          00000200000000002350000BRLFOB              0000000064700
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAJ12053-0059          00000200000000006720000BRLFOB              0000000367900
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAK12053-0071          00000200000000010590000BRLFOB              0000000275000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAL12053-0075          00000200000000019940000BRLFOB              0000001081000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAM120CA0645           00000200000000000290000BRLFOB              0000000112700
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAN120CB0512           00000800000000000120000BRLFOB              0000000031300
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAO120CB0610           00000400000000000170000BRLFOB              0000000045200
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAP120CB0614           00000400000000000190000BRLFOB              0000000051800
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAQ120CB0825           00000800000000000410000BRLFOB              0000000142900
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAR120CB0835           00000400000000000520000BRLFOB              0000000174200
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAS13063-002           00000200000000000550000BRLFOB              0000000261000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAT130AA0510           00000600000000000080000BRLFOB              0000000032000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAU130AA0612           00000400000000000080000BRLFOB              0000000056000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAV130AA0614           00000200000000000090000BRLFOB              0000000059000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAW130BA0510           00000800000000000080000BRLFOB              0000000031200
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAX130BA0520           00000400000000000110000BRLFOB              0000000043600
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAY130BA0618           00000400000000000110000BRLFOB              0000000065000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AAAZ130BA0620           00000400000000000110000BRLFOB              0000000070000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABA130BA0820           00000400000000000200000BRLFOB              0000000129000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABB130BA0845           00000800000000000300000BRLFOB              0000000209000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABC130BB0635           00000200000000000210000BRLFOB              0000000096000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABD130BB0840           00000400000000000370000BRLFOB              0000000192000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABE130BB0845           00000400000000000430000BRLFOB              0000000208000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABF130CA0820           00000400000000000230000BRLFOB              0000000131000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABG130CA1035           00000800000000000510000BRLFOB              0000000296000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABH13144-0576          00000200000000025880000BRLFOB              0000001666000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABI13193-0006          00000200000000023040000BRLFOB              0000000920000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABJ13271-0575          00000200000000004670000BRLFOB              0000000152200
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABK132BA0510           00000200000000000090000BRLFOB              0000000027000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABL132BA0830           00000200000000000290000BRLFOB              0000000143800
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABM132BB0512           00001400000000000140000BRLFOB              0000000030000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABN132BB0608           00000200000000000120000BRLFOB              0000000037900
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABO132BB0814           00000400000000000250000BRLFOB              0000000094400
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABP132BB0822           00001200000000000300000BRLFOB              0000000119200
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABQ14013-1004          00000200000000000180000BRLFOB              0000000033500
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABR14043-0008          00000200000000003280000BRLFOB              0000000041500
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABS14092-1086          00000400000000000740000BRLFOB              0000000018400
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABT16065-0128          00000400000000007920000BRLFOB              0000000768700
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABU16085-0076          00000200000000032510000BRLFOB              0000004850000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABV16126-0705          00000200000000023830000BRLFOB              0000000788000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABW16126-0743          00000200000000025740000BRLFOB              0000001331500
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABX16126-1140          00000400000000001940000BRLFOB              0000000097000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABY180BB0614           00000200000000000180000BRLFOB              0000000052000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AABZ21003-0206          00000100000000076030000BRLFOB              0000008899500
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AACA21003-0206          00000100000000076030000BRLFOB              0000008899500
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AACB21007-0601          00000050000000096840000BRLFOB              0000022168000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AACC21007-0601          00000050000000096840000BRLFOB              0000022168000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AACD21007-0601          00000050000000096840000BRLFOB              0000022168000
L4KMB-1MU-031         KMB-1MU-031    KMB-1MU-031002 KMB-1MU-031AACE21007-0601          00000050000000096840000BRLFOB              0000022168000
